year,cat_num,entries,cat_name,gold_beer,gold_brewery,gold_city,gold_state,silver_beer,silver_brewery,silver_city,silver_state,bronze_beer,bronze_brewery,bronze_city,bronze_state
2002,6,15,Coffee Flavored Beer,Maxwell's Dry Stout,Basil T’s Brewery & Italian Grill,Red Bank,NJ,Cambridge Espresso Stout,John Harvard's Brew House,Cambridge,MA,Jamaican Blue Porter,Big Rock Chop House,Birmingham,MI
2005,65,42,Imperial Stout,Siberian Night,Thirsty Dog Brewing,Independence,OH,Yeti Imperial Stout,Great Divide Brewing,Denver,CO,Got Rocks Russian,Big Rock Chop House,Birmingham,MI
2010,57,47,American-Style Brown Ale,Sweet Josie,LoneRider Brewing Co.,Raleigh,NC,Redrock Nut Brown Ale,Redrock Brewery,Salt Lake City,UT,American Brown Ale,Big Rock Chop House,Birmingham,MI
2011,46,25,Classic English-Style Pale Ale,Clear Creek Pale Ale,Silver City Brewery,Bremerton,WA,MacTarnahan’s Amber Ale,MacTarnahan's Brewing,Portland,OR,Prime Time Pale Ale,Big Time Brewery,Seattle,WA
2005,45,55,Extra Special Bitter or Strong Bitter,Boscos XXX Pale Ale,Boscos Brewing,Memphis/Nashville,TN,Alaskan ESB,Alaskan Brewing,Juneau,AK,Tinderstick ESB,Big Time Brewery,Seattle,WA
2002,34,94,American-Style India Pale Ale,Drake's IPA,Drake's Brewing,San Leandro,CA,Ponderosa IPA,Prescott Brewing,Prescott,AZ,Scarlet Fire,Big Time Brewery,Seattle,WA
1999,9,28,Specialty Honey Beer,Nayati's Honey Ale,Wolf Canyon Brewing Company,Santa Fe,NM,Gandy Dancer Honey Ale,Flossmoor Station,Flossmoor,IL,Garden Party Elixir,Bill's Tavern & Brewhouse,Cannon Beach,OR
1999,5,20,Raspberry Beers,Widmer Widberry,Widmer Brothers Brewing,Portland,OR,Railway Razz,Willoughby Brewing,Willoughby,OH,Blackberry Beauty,Bill's Tavern & Brewhouse,Cannon Beach,OR
1999,48,21,Sweet Stout,,,,,Kickstart Stout,Barley Brothers Brewery,Lake Havasu City,AZ,A Beer Named Bob,Bitter Creek Brewing,Rock Springs,WY
2004,55,18,Belgian-Style Sour Ale,Le Woody,Pizza Port,Solana Beach,CA,Southampton Belgian Red Ale,Southampton Publick House,Southampton,NY,Sour Prick,Bitter End,Austin,TX
1999,51,31,Strong Scotch Ale,MacSpootin Scotch,Back Bay Brewing Company,Boston,MA,Winterfest Ale,Rocky River Brewing,Sevierville,TN,Prescott's Wee Heavy,Bitter End,Austin,TX
2000,43,38,Belgian-Style Ales,Abbey Belgian Style Ale,New Belgium Brewing,Fort Collins,CO,Victoria's Triple Belgian,Humboldt Brewery,Arcata,CA,Bridal Veil Ale,BJ's Pizza Grill & Brewery,Brea,CA
2000,10,34,Experimental Beer,Boscos Juniper Stone Beer,Boscos Brewing,Memphis,TN,Cuvee de Tomme,Pizza Port,Solana Beach,CA,Juniper Rye,BJ's Pizza Grill & Brewery,Brea,CA
2003,40,39,Imperial or Double India Pale Ale,Frank Double I.P.A,Port Brewing Co. Pizza Port Carlsbad,Carlsbad,CA,Hop 15,Pizza Port,Solana Beach,CA,Imperor IPA,BJ's Restaurant & Brewery,Chandler,AZ
2005,53,42,Belgian-Style White (or Wit) / Belgian-Style Wheat,White Beer,Allagash Brewing Co.,Portland,ME,Alabaster Wit,Oaken Barrel Brewing Co.,Greenwood,IN,Nit Wit,BJ's Restaurant & Brewery,AZ/Boulder,CO
2007,16,21,Wood- and Barrel-Aged Sour Beer,Cuvee de Tomme,Port Brewing & The Lost Abbey,San Marcos,CA,Temptation,Russian River Brewing,Santa Rosa,CA,Barrel-Aged Cherry,BJ's Restaurant & Brewery,Reno/Chandler/Huntington Beach,NV/AZ/CA
2006,64,37,Oatmeal Stout,Oatmeal Stout,Schooner’s Grille & Brewery,Antioch,CA,Seabright Oatmeal Stout,Seabright Brewery,Santa Cruz,CA,Lasto’s Oatmeal Stout,BJ's Restaurant & Brewery,Portland,OR
2015,49,111,German-Style Kölsch,Chuckanut Kolsch Style,Chuckanut Brewery,Bellingham,WA,Colorado Kölsch,Steamworks Brewing,Durango,CO,Friar Chuck,Black Bottle Brewery,Fort Collins,CO
2013,73,80,Belgian-Style Strong Specialty Ale,Stumblin’ Monk,Stewart’s Brewing Co.,Bear,DE,Quad Damn It,Chicago Brewing,Las Vegas,NV,The TwelveBelgian Quad,Black Diamond Brewing Co.,Concord,CA
2011,72,59,Belgian-Style Strong Specialty Ale,Buffalo Slumber,Sun King Brewery,Indianapolis,IN,Revelations,Pizza Port,Carlsbad,CA,The Twelve,Black Diamond Brewing Co.,Concord,CA
2015,18,85,Experimental Beer,Mystery Airship Imperial Chocolate Porter,New Helvetia Brewing Co.,Sacramento,CA,Melt My Brain,Short’s Brewing Co.,Elk Rapids,MI,Ramjet,Black Project Spontaneous & Wild Ales,Denver,CO
2013,6,134,Herb and Spice Beer,Bitterama,Namaste Brewing at the Whip In,Austin,TX,Chai Milk Stout,Yak & Yeti Restaurant & Brewpub,Arvada,CO,Elba,Black Star Co-op,Austin,TX
2011,1,20,American-Style Wheat Beer,SchWheat,SweetWater Brewing Co.,Atlanta,GA,Shredders Wheat,Barley Brothers Brewery,Baker City,OR,Wagon Box Wheat,Black Tooth Brewing Co.,Sheridan,WY
2013,78,40,American-Style Stout,Kilgore Stout,Beachwood BBQ & Brewing,Long Beach,CA,Battlecat Stout,Cannonball Creek Brewing Co.,Golden,CO,Stumpy Ridge Stout,Black Tooth Brewing Co.,Sheridan,WY
2007,63,23,Brown Porter,Pioneer Porter,Fredericksburg Brewing,Fredericksburg,TX,Prospector Porter,Tommyknocker Brewery,Idaho Springs,CO,St. Charles Porter,Blackstone Brewing,Nashville,TN
1999,45,40,Brown Porter,Puget Sound Porter,Harmon Pub & Brewery,Tacoma,WA,Trout Creek Porter,Trout Creek Brewing Company,Boulder,CO,St. Charles Porter,Blackstone Brewing,Nashville,TN
2010,1,23,American-Style Wheat Beer,Sandy Bottom,Blue Mountain Barrel House,Afton,VA,Shredders Wheat,Barley Brothers Brewery,Baker City,OR,County Seat Wheat,Blind Tiger Brewery,Topeka,KS
2011,44,48,German-Style Kölsch,Chuckanut Kolsch,Chuckanut Brewery,Bellingham,WA,Great Adirondack Kölsch,Great Adirondack Brewing Co.,Lake Placid,NY,Capital City Kolsch,Blind Tiger Brewery,Topeka,KS
1999,18,16,American-Style Premium Lager,Miller Genuine Draft,Miller Brewing,Milwaukee,WI,Dundee's Classic Lager,High Falls Brewing,Rochester,NY,Henry Weinhard's Private Reserve,Blitz-Weinhard Brewing,Tumwater,WA
2014,13,56,Specialty Honey Beer,Mampara,Wicked Weed Brewing,Asheville,NC,Mexican Honey,Indeed Brewing Co.,Minneapolis,MN,Blue Moon Honey Grand Cru,Blue Moon Brewing Co.,Denver,CO
2008,9,33,Specialty Honey Beer,Honey Lager,Capitol City Brewing,Washington,DC,Eye of the Storm,Minneapolis Town Hall Brewery,Minneapolis,MN,Honey Moon Summer Ale,Blue Moon Brewing Co.,Golden,CO
2011,4,48,Fruit Wheat Beer,5 Lizard,5 Rabbit Cerveceria,Chicago,IL,Mr. Pineapple Wheat,SanTan Brewing Co.,Chandler,AZ,Vintage Blonde Ale,Blue Moon Brewing Co.,Golden,CO
2012,21,51,Wood- and Barrel-Aged Beer,Jerry Maker,BJ's Restaurant & Brewery,Chandler,AZ,Bourbon Barrel Aged Night Sail,Island Brewing,Carpinteria,CA,Local Species,Blue Mountain Barrel House,Arrington,VA
2010,41,46,German-Style Kölsch,Saint Arnold Fancy Lawnmower Beer,Saint Arnold Brewing,Houston,TX,Colorado Kolsch,Steamworks Brewing,Durango,CO,Kolsch 151,Blue Mountain Barrel House,Afton,VA
2005,39,69,American-Style Strong Pale Ale,Dysfunctionale,Piece Brewery,Chicago,IL,Racer,Bear Republic Brewing,Healdsburg,CA,Hoptical Illusion,Blue Point Brewing Co.,Patchogue,NY
2013,10,63,Rye Beer,LowRyeDer,SweetWater Brewing Co.,Atlanta,GA,Rye Smile,Triple Rock Brewery,Berkeley,CA,RastafaRye,Blue Point Brewing Co.,Patchogue,NY
2006,25,35,American-Style Amber Lager,Steam Engine Lager,Steamworks Brewing,Durango/Bayfield,CO,Toasted Lager,Blue Point Brewing Co.,Patchogue,NY,Oktoberfist,Bluegrass Brewing Co.,Louisville,KY
2003,17,16,European-Style Pilsener,Michelob,Anheuser-Busch,Saint Louis,MO,Ortlieb's Select 69 Lager,Ortlieb's Brewery & Grille,Pottstown,PA,Wort Hog Dort,Bluegrass Brewing Co.,Louisville,KY
2014,89,51,Barley Wine-Style Ale,AleSmith Old Numbskull,AleSmith Brewing,San Diego,CA,Mastiff Barleywine,Campbell Brewing Co.,Campbell,CA,Galaxian,Bootlegger’s Brewery,Fullerton,CA
2014,56,140,American-Style Amber/Red Ale,Dougie Style Amber Ale,Canteen Brewhouse,Albuquerque,NM,Amber Waves Ale,Capitol City Brewing,Arlington,VA,Rocco Red Ale,Bootlegger’s Brewery,Fullerton,CA
2001,40,46,American-Style Brown Ale,American Brown,Hub City Brewery,Lubbock,TX,Nut Brown,Red Rock Brewing,Salt Lake City,UT,Midtown Brown,Boscos Brewing,Memphis,TN
2002,9,20,Specialty Honey Beer,Star Spangled Ale,Hops Restaurant Bar and Brewery,Tampa,FL,Honey Blonde,SLO Brewing,Paso Robles,CA,Ray's Honey Rye,Boscos Brewing,Memphis,TN
2014,17,34,Fresh or Wet Hop Ale,Fresh Hop Pallet Jack IPA,Barley Brothers Brewery,Baker City,OR,Fresh Hop Superpower IPA,Comrade Brewing Co.,Denver,CO,Acequia IPA,Bosque Brewing Co.,Albuquerque,NM
2008,19,38,Aged Beer,Alaskan Smoked Porter 2006,Alaskan Brewing,Juneau,AK,Vintage Speedway Stout,AleSmith Brewing,San Diego,CA,Samuel Adams Utopias 2003,Boston Beer Co.,Boston,MA
2010,9,24,Specialty Honey Beer,Blue Moon Summer Honey Wheat Ale,Blue Moon Brewing Co.,Denver,CO,Truck Stop Honey Brown Ale,Back Forty Beer Co.,Gadsden,AL,Samuel Adams Honey Porter,Boston Beer Co.,Boston,MA
2011,7,30,Chocolate Beer,Chocolate Beer,Barley Brothers Brewery,Lake Havasu City,AZ,Samuel Adams Chocolate Chili Bock,Boston Beer Co.,Boston,MA,Samuel Adams Chocolate Bock,Boston Beer Co.,Boston,MA
2005,11,37,Experimental Beer,Mexacali Smoke,Rocky River Brewing,Rocky River,OH,ESG Extra Special Gonzo,Flying Dog Brewery,Denver,CO,Samuel Adams Millennium,Boston Beer Co.,Boston,MA
2010,44,32,English-Style India Pale Ale,Beech Street Bitter,Pizza Port,Carlsbad,CA,Illusion Dweller,Mountain Sun Pub,Boulder,CO,Samuel Adams Latitude 48,Boston Beer Co.,Boston,MA
2005,36,24,Classic English-Style Pale Ale,Michelob Pale Ale,Anheuser-Busch,St. Louis,MO,5 Barrel Pale Ale,Odell Brewing,Fort Collins,CO,Samuel Adams Pale Ale,Boston Beer Co.,Boston,MA
2011,35,58,German-Style Märzen,Stein Knocker,Hoppers Grill & Brewery,Midvale,UT,Munster Fest,Three Floyds Brewing Co.,Munster,IN,Samuel Adams Octoberfest,Boston Beer Co.,Boston,MA
2007,64,62,Robust Porter,Pt. Reyes Porter,Marin Brewing,Larkspur,CA,Edmund Fitzgerald Porter,Great Lakes Brewing,Cleveland,OH,Planet Porter,Boulder Beer Co.,Boulder,CO
2014,72,115,French- and Belgian-Style Saison,Daily Wages,Brasserie Saint James,Reno,NV,Un Atout,Beachwood BBQ & Brewing,Long Beach,CA,Saison-Brett,Boulevard Brewing,Kansas City,MO
2011,17,43,American-Belgo-Style Ale,Angry Birds,Haymarket Pub & Brewery,Chicago,IL,Blue Reserve,Blue Mountain Barrel House,Afton,VA,Boulevard Collaboration #2,Boulevard Brewing,Kansas City,MO
2014,71,65,Belgian-Style Witbier,White Ale,Saint Archer Brewing Co.,San Diego,CA,Ommegang Witte,Brewery Ommegang,Cooperstown,NY,ZON Belgian-Style Witbier,Boulevard Brewing,Kansas City,MO
2008,63,53,Belgian-Style Abbey Ale,Bishop’s Tipple Trippel,Main Street Brewery,Corona,CA,Abbey Dubbel,Flying Fish Brewing Co.,Cherry Hill,NJ,6th Glass,Boulevard Brewing,Kansas City,MO
2011,67,53,Belgian-Style Witbier,Witte,Brewery Ommegang,Cooperstown,NY,La Perouse White,Maui Brewing,Maui,HI,ZON,Boulevard Brewing,Kansas City,MO
2003,50,28,Belgian-Style White (or Wit)/Belgian-Style,Celis White,Michigan Brewing,Webberville,MI,Blanche de Brooklyn,The Brooklyn Brewery,Brookyln,NY,Boulevard Zon,Boulevard Brewing,Kansas City,MO
2013,68,66,Belgian-Style Witbier,Optimal Wit,Port City Brewing Co.,Alexandria,VA,Wasatch White Label,Utah Brewers,Salt Lake City,UT,ZON,Boulevard Brewing,Kansas City,MO
2002,55,26,Old Ale or Strong Ale,Merry Prankster,Rock Bottom,Portland,OR,Celebration Brown,Island Brewing,Carpinteria,CA,Cabin Fever,Boundary Bay Brewery,Bellingham,WA
2010,11,48,Other Strong Beer,Sierra 30 Jack and Ken’s Ale,Sierra Nevada Brewing,Chico,CA,Panzer Pilsner,Port Brewing Co.,San Marcos,CA,Imperial Oatmeal Stout,Boundary Bay Brewery,Bellingham,WA
1999,42,39,Belgian-Style Ales,Damnation Belgian-Style Ale,Russian River Brewing,Guerneville,CA,Trident Tripel,Angelic Brewing,Madison,WI,Saison,Brasserie Monx Ltd.,Seattle,WA
2014,53,134,American-Style Strong Pale Ale,Scepter Head,Draught Works,Missoula,MT,Fire Eagle,Austin Beerworks,Austin,TX,Breakside Wanderlust IPA,Breakside Brewery,Milwaukie,OR
2013,65,46,German-Style Sour Ale,German Sparkle Party Berliner Weiss,10 Barrel Brewing Co.,Bend,OR,Berliner Metro Weiss,Devils Backbone Brewing,Roseland,VA,Passionfruit Sour,Breakside Brewery,Milwaukie,OR
2013,47,29,Classic English-Style Pale Ale,5 Barrel Pale Ale,Odell Brewing,Fort Collins,CO,Extra Pale Summer Ale,Dry Dock Brewing,Aurora,CO,Breakside ESB,Breakside Brewery,Portland,OR
2015,57,208,Imperial India Pale Ale,Hop JuJu Imperial IPA,Fat Head’s Brewery,Middleburg Heights,OH,Eazy Duz It IIPA,Laurelwood Brewing,Portland,OR,Teahupo’o,Breakwater Brewing Co.,Oceanside,CA
2001,13,36,Bohemian-Style Pilsener,Cleveland Chophouse Bohemian Pilsner,Cleveland ChopHouse and Brewery,Cleveland,OH,Pillage Pilsner,Valhalla Microbrewery,Pittsburgh,PA,Czech Mate Pils,Brew Moon,Brookline,MA
2009,44,40,English-Style India Pale Ale,Beech Street Bitter,Pizza Port,Carlsbad,CA,IPA,Goose Island Beer Co.,Chicago,IL,Brewer’s Alley India Pale Ale,Brewer’s Alley Restaurant and Brewery,Frederick,MD
2013,72,88,Belgian-Style Abbey Ale,Cedar Creek Belgian Style Dubbel,Cedar Creek Brewery,Seven Points,TX,AleSmith Decadence 2012 Quadrupel,AleSmith Brewing,San Diego,CA,Ommegang Three Philosophers,Brewery Ommegang,Cooperstown,NY
2006,53,44,French- and Belgian-Style Saison,Organic Farmhouse Ale,Bison Brewing Co.,Berkeley,CA,Saison,Capitol City Brewing,Arlington,VA,Hennepin Farmhouse Saison,Brewery Ommegang,Cooperstown,NY
2008,61,34,Belgian- and French-Style Ale,Redemption,Russian River Brewing,Santa Rosa,CA,Pride,Midnight Sun Brewing Co.,Anchorage,AK,Rare Vos,Brewery Ommegang,Cooperstown,NY
2010,67,76,Belgian-Style Abbey Ale,Nectar Des Dieux,Bastone Brewery,Royal Oak,MI,Golden Slumber,Sun King Brewery,Indianapolis,IN,Three Philosophers,Brewery Ommegang,Cooperstown,NY
2002,36,23,Bitter,Full Suspension Pale Ale,Utah Brewers,Salt Lake City,UT,8th Street Ale,Four Peaks Brewing,Tempe,AZ,Blue Heron Pale Ale,Bridge Port Brewing Company,Portland,OR
2003,41,32,Bitter,Deschutes Summer Seasonal,Deschutes Brewery,Bend,OR,Upland Pale Ale,Upland Brewing,Bloomington,IN,Blue Heron Pale Ale,BridgePort Brewing,Portland,OR
2005,46,25,Scottish-Style Ale,Royal Oak Red,The Royal Oak Brewery,Royal Oak,MI,MacPelican's Scottish Style Ale,Pelican Pub,Pacific City,OR,Laughing Lab Scottish Ale,Bristol Brewing,Colorado Springs,CO
2010,54,22,Scottish-Style Ale,Highland Courage,Rock Bottom,Louisville,CO,Saint Arnold Oktoberfest,Saint Arnold Brewing,Houston,TX,Laughing Lab Scottish Ale,Bristol Brewing,Colorado Springs,CO
2015,7,52,Field Beer,"Beets, Rhymes and Life",Fonta Flora Brewery,Morganton,NC,Window Seat Coconut Almond Porter,Baxter Brewing Co.,Auburn,ME,Coconut Porter,Broken Compass Brewing,Breckenridge,CO
2014,78,26,Other Belgian-Style Ale,Witty Moron,Stone Brewing,San Diego,CA,La Querelle,Mystery Brewing Co.,Hillsborough,NC,Darth Delirium,Broken Tooth Brewing,Anchorage,AK
2000,40,39,American-Style Brown Ale,American Brown,C. H. Evans Brewing,Albany,NY,Hogans Park Ave. Ale,Custom Brew Crafters,Honeoye Falls,NY,Brooklyn Brown Ale,Brooklyn Brewery,Brooklyn,NY
2013,66,77,South German-Style Hefeweizen,Big Horn Hefeweizen,CB and Potts Restaurant and Brewery,Fort Collins,,Ebel’s Weiss,Two Brothers Brewing Co.,Warrenville,IL,Brooklyner Weisse,Brooklyn Brewery,Brooklyn,NY
2009,16,32,American-Style Sour Ale,Rosso e Marrone,Captain Lawrence Brewing,Pleasantville,NY,Raspberry Torte,Iron Hill Brewery,Wilmington,DE,Diamond Kings ‘09,Brugge Brasserie,Indianapolis,IN
2011,19,31,American-Style Brett Ale,Confluence,Allagash Brewing Co.,Portland,ME,Super Friends IPA,Ithaca Beer Co.,Ithaca,NY,GrimalkinSuper Kitty Fantastico,Brugge Brasserie,Indianapolis,IN
2009,59,13,German-Style Sour Ale,Berliner Weisse,Southampton Publick House,Southampton,NY,NBB Love,New Belgium Brewing,Fort Collins,CO,Bad Kitty,Brugge Brasserie,Indianapolis,IN
2008,35,23,German-Style Schwarzbier,B3K,Wynkoop Brewing,Denver,CO,Cherny Bock,Bohemian Brewery,Midvale,UT,Black Noddy Lager,Buckbean Brewing Co.,Reno,NV
2000,31,27,English-Style India Pale Ale,Goose Island IPA,Goose Island Beer Co.,Chicago,IL,Hop Daddy IPA,Main Street Brewery,Corona,CA,Renegade IPA,Buckhead Brewery & Grill,Stockbridge,GA
2011,5,37,Field Beer or Pumpkin Beer,Upslope Pumpkin Ale,Upslope Brewing Co.,Boulder,CO,Pumpkin Ale,BJ's Restaurant & Brewery,ChandlerChandler,AZ,Turnip the Beets,Bull & Bush Brewery,Denver,CO
2013,84,55,Barley Wine-Style Ale,AleSmith Old Numbskull,AleSmith Brewing,San Diego,CA,Old Bounder,Boundary Bay Brewery,Bellingham,WA,Release the Hounds Barley Wine,Bull & Bush Brewery,Denver,CO
2006,52,36,Belgian-Style White (or Wit) / Belgian Style Wheatwine,,,,,Wits End,Great American Restaurants,Centreville,VA,35th Anniversary Ale,Bull & Bush Brewery,Denver,CO
2004,63,43,Imperial Stout,First Date Stout,Steelhead Brewery,Burlingame,CA,Imperial Stout,Silver City Brewery,Silverdale,WA,The Legend of the Liquid Brain,Bull & Bush Brewery,Denver,CO
2010,20,54,Wood- and Barrel-Aged Sour Beer,Le Serpent Cerise,Snake River Brewing,Jackson,WY,Temptation,Russian River Brewing,Santa Rosa,CA,The Jaspers,Bullfrog Brewery,Williamsport,PA
2010,34,19,European-Style Dunkel,Dunkel,AC Golden,Golden,CO,Dunkel Lager,Triumph Brewing,Philadelphia,PA,Dark Side Lager,C.B. Potts Restaurant & Brewery (Fort Collins),Fort Collins,CO
2011,6,92,Herb and Spice Beer,Mexican Chocolate Stout,Copper Kettle Brewing Co.,Denver,CO,LSD,Minneapolis Town Hall Brewery,Minneapolis,MN,CBC Heather Ale,Cambridge Brewing,Cambridge,MA
2000,55,65,Barley Wine-Style Ale,Old No. 27 Barley Wine,Delafield Brewhaus,Delafield,WI,Stone Old Guardian,Stone Brewing,San Marcos,CA,Blunderbuss Barleywine,Cambridge Brewing,Cambridge,MA
2014,30,41,American-Style or International-Style,Pre-Flight Pilsner,Airways Brewing Co.,Kent,WA,Howdy Beer,The Post Brewing Co.,Lafayette,CO,Remain In Light,Cambridge Brewing,Cambridge,MA
2015,54,160,American-Style Pale Ale,Monterey St. Pale Ale,Central Coast Brewing Co.,San Luis Obispo,CA,Hoppy Palm,Track 7 Brewing Co. - Natomas,Sacramento,CA,Featherweight Pale Ale,Cannonball Creek Brewing Co.,Golden,CO
2010,62,29,German-Style Wheat Ale,Hefelightzen,BJ's Restaurant & Brewery,Huntington Beach,CA,Wowzenbock,Deschutes Brewery,Bend,OR,Capital Weizen Doppelbock,Capital Brewery,Middleton,WI
2011,41,22,German-Style Doppelbock or Eisbock,Autumnal Fire,Capital Brewery,Middleton,WI,St. Nik Brewer’s Reserve,Pennsylvania Brewing,Pittsburgh,PA,Eisphyre,Capital Brewery,Middleton,WI
2009,27,20,Dortmunder or German-Style Oktoberfest,Move Back,The SandLot,Denver,CO,Greenside Up,The Sand,LotDenver,CO,Capital Bavarian Lager,Capital Brewery,Middleton,WI
1987,,NULL,Continental Amber Lagers,Golden Bear Dark Malt ,Thousand Oaks Brewing Co,,,Anchor Steam Beer ,Anchor Brewing Co,,,Gartenbrau Dark ,Capital Brewery,,
2007,68,18,Sweet Stout,,,,,Double Cream Stout,Bell’s Brewery,Galesburg,MI,Milkman Stout,Capitol City Brewing,Arlington,VA
2002,56,18,Strong Scotch Ale,Fat Bastard,Silver City Brewery,Silverdale,WA,Prescott's Wee Heavy,Bitter End,Austin,TX,Wee Heavy Ale,Capitol City Brewing,Arlington,VA
2002,35,72,American-Style Amber / Red Ale,Hoptown Paint the Town Red,Hoptown Brewing,Pleasanton,CA,Ruedrich's Red Seal Ale,North Coast Brewing,Fort Bragg,CA,Amber Waves Ale,Capitol City Brewing,Washington,DC
2008,17,79,Wood- and Barrel-Aged Strong Beer,Bourbon Barrel Barleywine,Central Waters Brewing Co.,Amherst,WI,The Legend of the Liquid Brain Imperial Stout,Bull & Bush Brewery,Denver,CO,Golden Delicious,Captain Lawrence Brewing,Pleasantville,NY
2012,22,103,Wood- and Barrel-Aged Strong Beer,The Manhattan Project,The Beer Co.,San Diego,CA,Pappy Van Muckle,Sun King Brewery,Indianapolis,IN,Golden Delicious,Captain Lawrence Brewing,Elmsford,NY
2012,45,61,German-Style Kölsch,Capital City Kolsch,Blind Tiger Brewery,Topeka,KS,Chuckanut Kolsch Style,Chuckanut Brewery,Bellingham,WA,Sky Blue Golden Ale,Carolina Brewery,Pittsboro,NC
2013,75,74,Robust Porter,Moonlight Porter,Rock Bottom,Broomfi eld,CO,Black Robusto Porter,Drake’s Brewing Co.,San Leandro,CA,Genuine Oatmeal Porter,Carolina Brewery,Pittsboro,NC
2004,16,29,Bohemian-Style Pilsener,Gordon Biersch Czech Lager,Gordon Biersch Brewery,Chattanooga,TN,Pallavicini Pilsner,Pug Ryans Brewery,Dillon,CO,La Plata Pils,Carver Brewing,Durango,CO
2008,18,27,Wood- and Barrel-Aged Sour Beer,Beekeeper,Bullfrog Brewery,Williamsport,PA,Cherry Dubbel,Iron Hill Brewery,Wilmington,DE,Cascade Kriek Ale,Cascade Brewery,Portland,OR
2008,10,33,Session Beer,3.2 Unfiltered Wheat Beer,Boulevard Brewing,Kansas City,MO,USS Minnow Mild Ale,Dry Dock Brewing,Aurora,CO,Blonde Bombshell,Cascade Lakes Brewing Co.,Redmond,OR
2004,46,26,Irish-Style Red Ale,Fountain City Amber,75th Street Brewery,Kansas City,MO,McIlhenney's Irish Red,Alpine Beer,Alpine,CA,Casco Bay Riptide Red Ale,Casco Bay Brewing Company,Portland,ME
2000,45,58,Robust Porter,Lazy Jake Porter,Long Valley Pub,Long Valley,NJ,Robust Porter,Crooked River Brewing,Cleveland,OH,Lucknow Porter,Castle Springs Brewing,Moultonborough,NH
2000,2,16,American-Style Lager/Ale or Cream Ale,California Gold,Stuft Pizza & Brewing Co.,San Diego,CA,Lodgepole Light,Prescott Brewing,Prescott,AZ,Lucknow Blonde Ale,Castle Springs Brewing,Moultonborough,NH
1999,31,118,India Pale Ale,Racer 5 IPA,Bear Republic Brewing,Healdsburg,CA,Marin IPA,Marin Brewing,Larkspur,CA,Lucknow India Pale Ale,Castle Springs Brewing,Moultonborough,NH
2008,64,44,Belgian-Style Strong Specialty Ale,Darth Delirium,Moose’s Tooth Brewing Co.,Anchorage,AK,Brother David’s Double,Anderson Valley Brewing,Boonville,CA,Golden Armor,CB & Potts Restaurant & Brewery,Highlands Ranch,CO
