year,style,medal,beer,brewery,city,state
2000,Fruit Beers (Other than Raspberry),gold,Fuzzy Buzz Peach Ale,Copper Tank Brewing Co.,Dallas,TX
2000,Fruit Beers (Other than Raspberry),silver,Orange Grove Ale,Craftsman Brewing Co.,Pasadena,CA
2000,Fruit Beers (Other than Raspberry),bronze,One Ton Blackberry Ale,Third Street Ale Works,Santa Rosa,CA
2000,German-Style Kölsch / Köln-Style Kölsch,gold,Alcatraz Kolsch,Alcatraz Brewing Co.,Indianapolis,IN
2000,German-Style Kölsch / Köln-Style Kölsch,silver,Triple Screw Light Ale,Titanic Brewing,Coral Gables,FL
2000,German-Style Kölsch / Köln-Style Kölsch,bronze,Saint Arnold Fancy Lawnmower Beer,Saint Arnold Brewing,Houston,TX
2000,Herb and Spice Beer,gold,Cambridge Espresso Stout,John Harvard's Brew House,Boston,MA
2000,Herb and Spice Beer,silver,Santa's Lil' Helper,Rocky River Brewing,Rocky River,OH
2000,Herb and Spice Beer,bronze,Stumblin Monk,Alesmith Brewing Co.,San Diego,CA
2000,Scottish-Style Ale,gold,Laughing Lab Scottish Ale,Bristol Brewing,Colorado Springs,CO
2000,Scottish-Style Ale,silver,Caber Tossing Scottish Ale,Fox River Brewing,Oshkosh,WI
2000,Scottish-Style Ale,bronze,Saint Arnold Oktoberfest,Saint Arnold Brewing,Houston,TX
2000,Raspberry Beers,gold,Raspberry Leghumper,Thirsty Dog Brewing,Canton,OH
2000,Raspberry Beers,silver,Raspberry Weiss,Water Street Brewery,Milwaukee,WI
2000,Raspberry Beers,bronze,Railway Razz,Willoughby Brewing,Willoughby,OH
2000,German-Style Schwarzbier,gold,King's Peak,Uinta Brewing,Salt Lake City,UT
2000,German-Style Schwarzbier,silver,Red Rock Black Bier,Red Rock Brewing,Salt Lake City,UT
2000,German-Style Schwarzbier,bronze,Black Forest Schwarzbier,Squatters,Salt Lake City,UT
2000,German-Style Doppelbock,gold,Hog Back Doppel Bock,Mountain Sun Pub,Boulder,CO
2000,German-Style Doppelbock,silver,Symposium Eisbock,New Glarus Brewing,New Glarus,WI
2000,German-Style Doppelbock,bronze,Mueller Doppelbock,Springfield Brewing,Springfield,MO
2000,Strong Scotch Ale,gold,Winter Ale,Buckhead Brewery & Grill,Stockbridge,GA
2000,Strong Scotch Ale,silver,Prescott's Wee Heavy,Bitter End,Austin,TX
2000,Strong Scotch Ale,bronze,McGilligan's Scotch Ale,Steelhead Brewery,San Francisco,CA
2000,European-Style Pilsener,gold,Olde Buzzard Lager,Buzzards Bay Brewing,Westport,MA
2000,European-Style Pilsener,silver,Pinch Hit Pilsner,Sandlot Brewery,Denver,CO
2000,European-Style Pilsener,bronze,Dortmunder,The Powerhouse Brewing Co.,Sebastopol,CA
2000,Smoke Beer,gold,DeGroen's Rauchbock,Baltimore Brewing,Baltimore,MD
2000,Smoke Beer,silver,Smoke,Rogue Ales,Newport,OR
2000,Smoke Beer,bronze,Alaskan Smoked Porter,Alaskan Brewing,Juneau,AK
2000,English-Style Brown Ale,gold,Ghost Town Brown,5280 Roadhouse Brewery,Littleton,CO
2000,English-Style Brown Ale,silver,Little Bandit Brown Ale,Northwoods Brewing Corp.,Eau Claire,WI
2000,English-Style Brown Ale,bronze,Twisted Brown Ale,Twisted Pine Brewing Co.,Boulder,CO
2000,Imperial Stout,gold,Stone House Imperial Stout,Gilded Otter Brewing Co.,New Paltz,NY
2000,Imperial Stout,silver,Hoptown Old Yeltsin Imperial Stout,Hoptown Brewing,Pleasanton,CA
2000,Imperial Stout,bronze,Imperial Stout,Two Rows Restaurant & Brewery,Dallas,TX
2000,Specialty Honey Beer,gold,Bumble Beer,Rock Bottom,La Jolla,CA
2000,Specialty Honey Beer,silver,Honey Bee Damned Ale,P.H. Woods Restaurant,Moreno Valley,CA
2000,Specialty Honey Beer,bronze,Countdown Honey Brown,Thunder Canyon Brewery,Tucson,AZ
2000,Vienna-Style Lager,gold,Snake River Lager,Snake River Brewing,Jackson,WY
2000,Vienna-Style Lager,silver,Sunset Amber,Coast Brewing,Biloxi,MS
2000,Vienna-Style Lager,bronze,Stoudt's Fest,Stoudt's Brewing,Adamstown,PA
2001,English-Style India Pale Ale,gold,SLO Progress,SLO Brewing,San Luis Obispo,CA
2001,English-Style India Pale Ale,silver,Hoppyhour IPA,The Mash House Restaurant & Brewing Company -,Fayetteville,NC
2001,English-Style India Pale Ale,bronze,India Pale Ale,Goose Island Beer Co.,Chicago,IL
2001,American-Style Pale Ale,gold,SLO Brewing Co Extra Pale Ale,SLO Brewing,Paso Robles,CA
2001,American-Style Pale Ale,silver,Emmett's Pale Ale,Emmett's Tavern,West Dundee,IL
2001,American-Style Pale Ale,bronze,Mad Hatter Ale,New Holland Brewing,Holland,MI
2001,Imperial Stout,gold,Raven Maniac Stout,Prescott Brewing,Prescott,AZ
2001,Imperial Stout,silver,High Desert Imperial Stout,Sweetwater Brewing,Centreville,VA
2001,Imperial Stout,bronze,Old Rasputin,North Coast Brewing,Fort Bragg,CA
2001,German-Style Schwarzbier,gold,Black Forest Schwarzbier,Squatters,Salt Lake City,UT
2001,German-Style Schwarzbier,silver,Springfield Schwarz Beer,John Harvard's Brew House,Wayne,PA
2001,German-Style Schwarzbier,bronze,King's Peak,Uinta Brewing,Salt Lake City,UT
2001,Brown Porter,gold,MacTarnahan's Black Watch Cream Porter,Portland Brewing,Portland,OR
2001,Brown Porter,silver,Molly's Titanic Brown Ale,Rock Bottom,Denver,CO
2001,Brown Porter,bronze,Paradise Lost Porter,Angelic Brewing,Madison,WI
2001,Herb and Spice Beer,gold,Orange Infusion,Elliott Bay Brewing,Seattle,WA
2001,Herb and Spice Beer,silver,Holiday Spiced Ale,21st Amendment,San Francisco,CA
2001,Herb and Spice Beer,bronze,Cambridge Espresso Stout,John Harvard's Brew House,Braintree,MA
2001,German-Style Doppelbock,gold,Scapegoat Doppelbock,Mickey Finn's Brewery,Libertyville,IL
2001,German-Style Doppelbock,silver,Liberator Doppelbock,Angelic Brewing,Madison,WI
2001,German-Style Doppelbock,bronze,Bell's Consecrator Dopplebock,Kalamazoo Brewing,Kalamazoo,MI
2001,Belgian-Style Ale,gold,Trippel Belgian Style Ale,New Belgium Brewing,Fort Collins,CO
2001,Belgian-Style Ale,silver,Damnation,Russian River Brewing,Guerneville,CA
2001,Belgian-Style Ale,bronze,Abbey Belgian Style Ale,New Belgium Brewing,Fort Collins,CO
2001,Experimental Beer,gold,Czar Jack Bourbon Barrel Imperial Stout,Minneapolis Town Hall Brewery,Minneapolis,MN
2001,Experimental Beer,silver,Cuvee de Tomme,Pizza Port,Solana Beach,CA
2001,Experimental Beer,bronze,Special Brew Lemon Lime,St. Ides Brewing,Milwaukee,WI
2001,American-Style Brown Ale,gold,American Brown,Hub City Brewery,Lubbock,TX
2001,American-Style Brown Ale,silver,Nut Brown,Red Rock Brewing,Salt Lake City,UT
2001,American-Style Brown Ale,bronze,Midtown Brown,Boscos Brewing,Memphis,TN
2001,American-Style Specialty Lager,gold,New South Lager,New South Brewing,Myrtle Beach,SC
2001,American-Style Specialty Lager,silver,Old Milwaukee Ice,Stroh Brewery,Fogelsville,PA
2001,American-Style Specialty Lager,bronze,St. Ides Malt Liquor,St. Ides Brewing,Fogelsville,PA
2001,Irish-Style Red Ale,gold,3A - Abigail Adams Amber,Quincy Ships Brewing Company,Quincy,MA
2001,Irish-Style Red Ale,silver,Thoroughbred Red,Aiken Brewing,Aiken,SC
2001,Irish-Style Red Ale,bronze,Starr Hill Amber Ale,Starr Hill Brewing,Charlottesville,VA
2001,German-Style Märzen / Oktoberfest,gold,Uncle Otto's Oktoberfest,Portland Brewing,Portland,OR
2001,German-Style Märzen / Oktoberfest,silver,Mueller Marzen,Springfield Brewing,Springfield,MO
2001,German-Style Märzen / Oktoberfest,bronze,Tabernash Oktoberfest,Tabernash Brewing,Longmont,CO
2001,Bohemian-Style Pilsener,gold,Cleveland Chophouse Bohemian Pilsner,Cleveland ChopHouse and Brewery,Cleveland,OH
2001,Bohemian-Style Pilsener,silver,Pillage Pilsner,Valhalla Microbrewery,Pittsburgh,PA
2001,Bohemian-Style Pilsener,bronze,Czech Mate Pils,Brew Moon,Brookline,MA
2001,Classic Irish-Style Dry Stout,gold,Lord Stanley,Steelhead Brewery,Irvine,CA
2001,Classic Irish-Style Dry Stout,silver,Celtic Stout,Fitzpatrick's,Iowa City,IA
2001,Classic Irish-Style Dry Stout,bronze,Dark Starr Stout,Starr Hill Brewing,Charlottesville,VA
2001,Non-Alcoholic (Beer) Malt Beverages,gold,O'Doul's Amber,Anheuser-Busch,St. Louis,MO
2001,Non-Alcoholic (Beer) Malt Beverages,silver,Kingsbury NA,Rainier Brewing,Tumwater,WA
2001,Non-Alcoholic (Beer) Malt Beverages,bronze,Pigs Eye NA,Minnesota Brewing,St. Paul,MN
2001,Other Strong Ale or Lager,gold,Hopasaurus Rex Imperial IPA,Steelhead Brewery,Eugene,OR
2001,Other Strong Ale or Lager,silver,Hearthside Wheatwine,Steelhead Brewery,Eugene,OR
2001,Other Strong Ale or Lager,bronze,Cardiff,Glenwood Canyon Brewing,Glenwood Springs,CO
2001,Foreign-Style Stout,gold,Sofa King Stout,West Bros Brewery,Eugene,OR
2001,Foreign-Style Stout,silver,Irish Stout,The Bellows Brew Crew,Watertown,WI
2001,Foreign-Style Stout,bronze,Space Stout,Laurelwood Brewing,Portland,OR
2001,American-Style Premium Lager,gold,Empire Lager,P.H. Woods Restaurant,Moreno Valley,CA
2001,American-Style Premium Lager,silver,Original Coors,Coors Brewing,Golden,CO
2001,American-Style Premium Lager,bronze,Stroh,Stroh Brewery,Fogelsville,PA
2001,American-Style Wheat Ale or Lager,gold,Grassfire Wheat,Hook & Ladder Brewing Company,Oakland,CA
2001,American-Style Wheat Ale or Lager,silver,Shiner Winter Ale,The Spoetzl Brewery,San Antonio,TX
2001,American-Style Wheat Ale or Lager,bronze,Widmer Hefeweizen,Widmer Brothers Brewing,Portland,OR
2001,American-Style Light Lager,gold,Schaefer Light,Schaefer Brewing,Fogelsville,PA
2001,American-Style Light Lager,silver,Stroh Light,Stroh Brewery,Fogelsville,PA
2001,American-Style Light Lager,bronze,Lone Star Light,Lone Star Brewing,Milwaukee,WI
2001,(Extra Special) Strong Bitter,gold,Bachelor ESB,Deschutes Brewery,Bend,OR
2001,(Extra Special) Strong Bitter,silver,The Tower ESB,Bull & Bush Brewery,Denver,CO
2001,(Extra Special) Strong Bitter,bronze,Alaskan ESB,Alaskan Brewing,Juneau,AK
2001,Specialty Beer,gold,Big Bad Bourbon Brown,Big Horn Brewing,Dallas,TX
2001,Specialty Beer,silver,Pullman Brown Ale,Flossmoor Station,Flossmoor,IL
2001,Specialty Beer,bronze,Ginger Shandy,McCoy's Public House,Kansas City,MO
2001,German-Style Brown Ale / Düsseldorf-Style Altbier,gold,Boca Alt,Brewzzi,Boca Raton,FL
2001,German-Style Brown Ale / Düsseldorf-Style Altbier,silver,Otis Alt,Elk Grove Brewery,Elk Grove,CA
2001,German-Style Brown Ale / Düsseldorf-Style Altbier,bronze,Dusseldorf Altbier,Gilded Otter Brewing Co.,New Paltz,NY
2001,German-Style Pilsener,gold,Tuppers' Hop Pocket Pils,Old Dominion Brewing,Ashburn,VA
2001,German-Style Pilsener,silver,Hanalei Lager,Honolulu Brewing Company LLC,Honolulu,HI
2001,German-Style Pilsener,bronze,Blue Paddle Pilsner,New Belgium Brewing,Fort Collins,CO
2001,American-Style Dark Lager,gold,Henry Weinhard's Dark,Blitz-Weinhard Brewing,Tumwater,WA
2001,American-Style Dark Lager,silver,Freidobrau Oktoberfest,Big Horn Brewing,Dallas,TX
2001,American-Style Dark Lager,bronze,Shiner Bock,The Spoetzl Brewery,San Antonio,TX
2001,German-Style Wheat Ale,gold,Gudenteit Hefe-Weizen,Mickey Finn's Brewery,Libertyville,IL
2001,German-Style Wheat Ale,silver,Glockenspiel Weizenbock,Great Lakes Brewing,Cleveland,OH
2001,German-Style Wheat Ale,bronze,Heidelberg Hefeweizen,Rocky River Brewing,Sevierville,TN
2001,Chocolate / Cocoa Flavored Beer,gold,Darth Delirium,Moose's Tooth,Anchorage,AK
2001,Chocolate / Cocoa Flavored Beer,silver,Chocolate Stout,Rogue Ales,Newport,OR
2001,Chocolate / Cocoa Flavored Beer,bronze,Oompa Loompa,Rocky River Brewing,Rocky River,OH
2001,Oatmeal Stout,gold,Lasto's Oatmeal Stout,BJ's Grill & Brewery,Portland,OR
2001,Oatmeal Stout,silver,Oatmeal Stout,SLO Brewing,San Luis Obispo,CA
2001,Oatmeal Stout,bronze,,,,
2001,Barley Wine-Style Ale,gold,Lost Coast Barleywine,Lost Coast Brewery,Eureka,CA
2001,Barley Wine-Style Ale,silver,Bombshell Barleywine,Pizza Port,Carlsbad,CA
2001,Barley Wine-Style Ale,bronze,Barley Wine,Rohrbach Brewing Co.,Rochester,NY
2001,European-Style Pilsener,gold,Michelob,Anheuser-Busch,St. Louis,MO
2001,European-Style Pilsener,silver,Inport/Export Buis,Brewzzi,Boca Raton,FL
2001,European-Style Pilsener,bronze,Pinch Hit Pilsner,Sandlot Brewery,Denver,CO
2001,Robust Porter,gold,Robust Porter,Smuttynose Brewing,Portsmouth,NH
2001,Robust Porter,silver,Total Eclipse Black Ale,Hoppy Brewing,Sacramento,CA
2001,Robust Porter,bronze,Mocha Porter,Rogue Ales,Newport,OR
2001,European-Style Dark / Münchner Dunkel,gold,Damsel in Distress Dunkel,Mammoth Brewing,Mammoth Lakes,CA
2001,European-Style Dark / Münchner Dunkel,silver,Dunkles,Powerhouse Brewing,Sebastopol,CA
2001,European-Style Dark / Münchner Dunkel,bronze,Pious Monk Dunkel,Church Brew Works,Pittsburgh,PA
2001,Bock,gold,Dunkles Bock,Boundary Bay Brewery,Bellingham,WA
2001,Bock,silver,Hell's Bock,Big Horn Brewing,Denver,CO
2001,Bock,bronze,Mad Brewer Maibock,Church Brew Works,Pittsburgh,PA
2001,American-Style Amber / Red Ale,gold,Calico Copper Ale,Ballast Point Brewing,San Diego,CA
2001,American-Style Amber / Red Ale,silver,Hoppus Maximus,Thirsty Dog Brewing,N. Canton,OH
2001,American-Style Amber / Red Ale,bronze,Woody's Hophead Red,Elk Grove Brewery,Elk Grove,CA
2001,Munich-Style Helles,gold,Penn Gold,Pennsylvania Brewing,Pittsburgh,PA
2001,Munich-Style Helles,silver,Lucknow Munich-Style Lager,Castle Springs Brewing,Moultonborough,NH
2001,Munich-Style Helles,bronze,Ghost Pony Helles,Trap Rock Restaurant and Brewery,Berkeley Heights,NJ
2001,Smoke Beer,gold,,,,
2001,Smoke Beer,silver,Smokey the Beer,Blind Tiger Brewery,Topeka,KS
2001,Smoke Beer,bronze,Stewart's Smoked Porter,Stewart's Brewing Co.,Bear,DE
2001,Vienna-Style Lager,gold,Snake River Lager,Snake River Brewing,Jackson,WY
2001,Vienna-Style Lager,silver,Dam Straight Lager,Dillon Dam Brewery,Dillon,CO
2001,Vienna-Style Lager,bronze,Sunset Amber,Coast Brewing,Biloxi,MS
2001,Bitter,gold,Full Suspension Pale Ale,Utah Brewers,Salt Lake City,UT
2001,Bitter,silver,Dostal's Best Bitter,Dostal Alley BrewPub,Central City,CO
2001,Bitter,bronze,Cascade Ale,Deschutes Brewery,Bend,OR
2001,English-Style Brown Ale,gold,Sweet Georgia Brown,Sweetwater Brewing,Atlanta,GA
2001,English-Style Brown Ale,silver,Nut Brown Ale,Blackstone Brewing,Nashville,TN
2001,English-Style Brown Ale,bronze,Thunderbolt Brown,Pony Express Brewing,Olathe,KS
2001,Rye Beer,gold,Road Rage Rye,Desert Edge Brewery,Salt Lake City,UT
2001,Rye Beer,silver,Chazz Cat Rye,Mountain Sun Pub,Boulder,CO
2001,Rye Beer,bronze,Catcher in the Rye,Rock Bottom,Englewood,CO
2001,Scottish-Style Ale,gold,Caber Tossing Scottish Ale,Fox River Brewing,Oshkosh,WI
2001,Scottish-Style Ale,silver,Laughing Lab Scottish Ale,Bristol Brewing,Colorado Springs,CO
2001,Scottish-Style Ale,bronze,Saint Arnold Oktoberfest,Saint Arnold Brewing,Houston,TX
2001,Sweet Stout,gold,Sweetness Stout,America's Brewing Company,Aurora,IL
2001,Sweet Stout,silver,Chocolate Stout,H.C. Berger Brewing,Fort Collins,CO
2001,Sweet Stout,bronze,Chelsea Cream Stout,Chelsea Brewing,New York,NY
2001,Fruit Beer,gold,Raspberry Tart,New Glarus Brewing,New Glarus,WI
2001,Fruit Beer,silver,Belgian Style Red,New Glarus Brewing,New Glarus,WI
2001,Fruit Beer,bronze,Railway Razz,The Willoughby Brewing Co.,Willoughby,OH
2001,Specialty Honey Beer,gold,Countdown Honey Brown,Thunder Canyon Brewery,Tucson,AZ
2001,Specialty Honey Beer,silver,Jarre Creek Ranch Brewery Honey Brown Ale,Jarre Creek Ranch Brewery,Castle Rock,CO
2001,Specialty Honey Beer,bronze,Honey Rye Dopplebock,Flossmoor Station,Flossmoor,IL
2001,American-Style Lager / Ale or Cream Ale,gold,Taps Cream Ale,Taps Fish House and Brewery,Brea,CA
2001,American-Style Lager / Ale or Cream Ale,silver,Holy Cow's Cream Ale,Holy Cow! Casino Café & Brewery,Las Vegas,NV
2001,American-Style Lager / Ale or Cream Ale,bronze,Iowa City Light,Fitzpatrick's,Iowa City,IA
2001,American-Style Lager,gold,Stag Beer,Pearl Brewing Co.,Fort Worth,TX
2001,American-Style Lager,silver,Red Dog,Plank Road Brewery,Milwaukee,WI
2001,American-Style Lager,bronze,Pearl Lager,Pearl Brewing Co.,Fort Worth,TX
2001,Golden or Blonde Ale,gold,Golden Wheat Ale,Russian River Brewing,Guerneville,CA
2001,Golden or Blonde Ale,silver,Old Faithful Ale,Grand Teton Brewing,Victor,ID
2001,Golden or Blonde Ale,bronze,Kiwanda Cream Ale,Pelican Pub,Pacific City,OR
2001,Belgian- & French-Style Specialty Ale,gold,La Folie,New Belgium Brewing,Fort Collins,CO
2001,Belgian- & French-Style Specialty Ale,silver,Liquid Sunshine,Rock Bottom,Westminster,CO
2001,Belgian- & French-Style Specialty Ale,bronze,Artisian Saison,Rocky River Brewing,Rocky River,OH
2001,Old Ale or Strong Ale,gold,Southampton Old Ale,Southampton Publick House,Southampton,NY
2001,Old Ale or Strong Ale,silver,Old Stock Ale,North Coast Brewing,Fort Bragg,CA
2001,Old Ale or Strong Ale,bronze,Wee Huey's Heavy,Big Horn Brewing,Tacoma,WA
2001,American-Style India Pale Ale,gold,Tumbleweed IPA,Sleeping Giant Brewing Company,Billings,MT
2001,American-Style India Pale Ale,silver,Wipeout IPA,Pizza Port,Carlsbad,CA
2001,American-Style India Pale Ale,bronze,India Pelican Ale,Pelican Pub,Pacific City,OR
2001,Strong Scotch Ale,gold,,,,
2001,Strong Scotch Ale,silver,Wee Heavy Ale,Capitol City Brewing,Arlington,VA
2001,Strong Scotch Ale,bronze,Wee Heavy,Iron Hill Brewery,Media,PA
2001,German-Style Kölsch / Köln-Style Kölsch,gold,Pete's Wicked Helles Lager,Pete's Brewing,San Antonio,TX
2001,German-Style Kölsch / Köln-Style Kölsch,silver,Capitol Kolsch,Capitol City Brewing,Arlington,VA
2001,German-Style Kölsch / Köln-Style Kölsch,bronze,Skinny Atlas Light,Empire Brewing Co. of Rochester,Rochester,NY
2001,American-Style Amber Lager,gold,Killians Irish Red,Coors Brewing,Golden,CO
2001,American-Style Amber Lager,silver,OKT-OBER-FEST,Big Horn Brewing,Dallas,TX
2001,American-Style Amber Lager,bronze,Pete's Wicked Red Rush,Pete's Brewing,San Antonio,TX
2001,Classic English-Style Pale Ale,gold,Custer's Last Ale,Snake River Brewing,Jackson,WY
2001,Classic English-Style Pale Ale,silver,Breckenridge Pale Ale,Breckenridge Brewery,Denver,CO
2001,Classic English-Style Pale Ale,bronze,Annadel Pale Ale,Third Street Ale Works,Santa Rosa,CA
2002,American-Style Lager/Ale or Cream,gold,Red Dog,Plank Road Brewery,Milwaukee,WI
2002,American-Style Lager/Ale or Cream,silver,Hamm's,Hamm's Brewing Company,Milwaukee,WI
2002,American-Style Lager/Ale or Cream,bronze,Genesee Cream Ale,High Falls Brewing,Rochester,NY
2002,European-Style Pilsener,gold,Tenaya Creek Pilsner,Tenaya Creek Brewery,Las Vegas,NV
2002,European-Style Pilsener,silver,Hermanbraü,Sandlot Brewery,Denver,CO
2002,European-Style Pilsener,bronze,Henry Weinhard's Private Reserve,Henry Weinhard's Brewing,Milwaukee,WI
2002,Smoke Beer,gold,BJ's Rauchbier,BJ's Restaurant & Brewery,Portland,OR
2002,Smoke Beer,silver,Pelican Smoked Porter,Redfish New Orleans Brewhouse,Boulder,CO
2002,Smoke Beer,bronze,Alaskan Smoked Porter,Alaskan Brewing,Juneau,AK
2002,Vienna-Style Lager,gold,Dos Czechies,Hub City Brewery,Lubbock,TX
2002,Vienna-Style Lager,silver,Dos Rios,Glenwood Canyon Brewing,Glenwood,CO
2002,Vienna-Style Lager,bronze,Dockside Amber Lager,Wagner Brewing Company,Lodi,NY
2002,American Dark Lager,gold,Henry Saxer Dark Lager,Portland Brewing,Portland,OR
2002,American Dark Lager,silver,Leinenkugel's Creamy Dark,Jacob Leinenkugel Brewing,Chippewa Falls,WI
2002,American Dark Lager,bronze,Shiner Bock,The Spoetzl Brewery,San Antonio,TX
2002,Strong Scotch Ale,gold,Fat Bastard,Silver City Brewery,Silverdale,WA
2002,Strong Scotch Ale,silver,Prescott's Wee Heavy,Bitter End,Austin,TX
2002,Strong Scotch Ale,bronze,Wee Heavy Ale,Capitol City Brewing,Arlington,VA
2002,Golden or Blonde Ale,gold,Goose Island Summertime,Goose Island Beer Co.,Chicago,IL
2002,Golden or Blonde Ale,silver,Sweetwater 420 Extra Pale Ale,Sweetwater Brewing,Atlanta,GA
2002,Golden or Blonde Ale,bronze,Alaskan Pale,Alaskan Brewing,Juneau,AK
2002,Irish-Style Red Ale,gold,Henry Weinhard's Amber Ale,Henry Weinhard's Brewing,Milwaukee,WI
2002,Irish-Style Red Ale,silver,Lumberjack Red Ale,Rock Bottom,Bellevue,WA
2002,Irish-Style Red Ale,bronze,Irish Red,Hub City Brewery,Lubbock,TX
2002,American-Style Brown Ale,gold,Kick-Ass Brown,C.H. Evans Brewing Company,Albany,NY
2002,American-Style Brown Ale,silver,Bailey's American Brown,Hub City Brewery,Lubbock,TX
2002,American-Style Brown Ale,bronze,Slow Down Brown,Il Vicino Brewing,Albuquerque,NM
2002,American-Style Amber / Red Ale,gold,Hoptown Paint the Town Red,Hoptown Brewing,Pleasanton,CA
2002,American-Style Amber / Red Ale,silver,Ruedrich's Red Seal Ale,North Coast Brewing,Fort Bragg,CA
